Wall time,Step,Value
1575339644.460949,0,0.39375999569892883
1575339715.520438,1,0.5756999850273132
1575339786.444929,2,0.6549400091171265
1575339857.67454,3,0.7113400101661682
1575339928.408525,4,0.7454400062561035
1575339999.097706,5,0.7710400223731995
1575340070.432707,6,0.788919985294342
1575340141.51327,7,0.8038399815559387
1575340212.499367,8,0.8160799741744995
1575340283.697191,9,0.8249599933624268
1575340355.001378,10,0.8333600163459778
1575340426.384685,11,0.8415600061416626
1575340498.173247,12,0.8473399877548218
1575340569.755229,13,0.8562600016593933
1575340641.86323,14,0.85971999168396
1575340713.695441,15,0.8632000088691711
1575340784.929954,16,0.8677600026130676
1575340856.508663,17,0.8723000288009644
1575340928.068589,18,0.875760018825531
1575341000.039837,19,0.8799800276756287
1575341071.70264,20,0.8811799883842468
1575341143.000636,21,0.886139988899231
1575341214.499974,22,0.8909599781036377
1575341286.242296,23,0.8951200246810913
1575341358.14913,24,0.8930000066757202
1575341429.483791,25,0.8998799920082092
1575341501.207386,26,0.9007800221443176
1575341572.829627,27,0.9027400016784668
1575341644.76154,28,0.9054999947547913
1575341716.373341,29,0.9061200022697449
1575341787.948584,30,0.9072200059890747
1575341859.869911,31,0.9093599915504456
1575341931.301599,32,0.9102799892425537
1575342003.169056,33,0.9143000245094299
1575342074.772681,34,0.9156399965286255
1575342146.46858,35,0.9172000288963318
1575342217.943986,36,0.9180799722671509
1575342289.463861,37,0.9197999835014343
1575342360.932894,38,0.9213200211524963
1575342432.531987,39,0.9237200021743774
1575342503.967411,40,0.921500027179718
1575342576.017495,41,0.9247999787330627
1575342647.45788,42,0.9265199899673462
1575342719.153845,43,0.9275000095367432
1575342790.892087,44,0.9266200065612793
1575342862.587424,45,0.9313600063323975
1575342934.227754,46,0.9302800297737122
1575343006.117017,47,0.9316400289535522
1575343078.048368,48,0.9322999715805054
1575343149.319776,49,0.9345999956130981
1575343220.73571,50,0.9352399706840515
1575343292.542346,51,0.9358800053596497
1575343364.630468,52,0.9376599788665771
1575343436.447953,53,0.9379799962043762
1575343508.007451,54,0.9380800127983093
1575343579.651559,55,0.9402599930763245
1575343651.257152,56,0.9401199817657471
1575343723.136915,57,0.940779983997345
1575343795.035729,58,0.9434199929237366
1575343866.911094,59,0.9426800012588501
1575343939.60201,60,0.9440199732780457
1575344011.944796,61,0.9470800161361694
1575344083.767079,62,0.9453999996185303
1575344155.393942,63,0.9465799927711487
1575344227.234375,64,0.9457799792289734
1575344299.363962,65,0.9473000168800354
1575344371.274316,66,0.9475200176239014
1575344443.1822,67,0.9499599933624268
1575344515.034998,68,0.9499199986457825
1575344586.784663,69,0.9489200115203857
1575344658.319134,70,0.9513199925422668
1575344729.645291,71,0.9498599767684937
1575344801.249515,72,0.95305997133255
1575344873.1413,73,0.953499972820282
1575344944.699005,74,0.9524999856948853
1575345016.03663,75,0.9534400105476379
1575345087.518932,76,0.9546999931335449
1575345159.421661,77,0.9550399780273438
1575345231.222693,78,0.954259991645813
1575345303.062393,79,0.9550999999046326
1575345374.272967,80,0.9548400044441223
1575345445.890215,81,0.9573000073432922
1575345517.503243,82,0.9733399748802185
1575345589.199929,83,0.9797199964523315
1575345660.988675,84,0.9805999994277954
1575345732.820408,85,0.9829999804496765
1575345803.993383,86,0.9829000234603882
1575345875.944674,87,0.9837999939918518
1575345949.327359,88,0.9848799705505371
1575346020.866381,89,0.9852200150489807
1575346092.365312,90,0.9857400059700012
1575346164.066014,91,0.9861000180244446
1575346235.687623,92,0.9864199757575989
1575346307.398238,93,0.987500011920929
1575346379.147862,94,0.9876400232315063
1575346451.196314,95,0.9873999953269958
1575346522.740525,96,0.987779974937439
1575346595.231892,97,0.9883599877357483
1575346667.056477,98,0.9889799952507019
1575346738.814506,99,0.9883000254631042
1575346810.401367,100,0.9890000224113464
1575346882.200914,101,0.9903600215911865
1575346954.131736,102,0.9899600148200989
