Wall time,Step,Value
1575440314.308019,0,0.47760000824928284
1575440461.696186,1,0.6367599964141846
1575440607.75044,2,0.7019199728965759
1575440753.045766,3,0.7341799736022949
1575440899.181873,4,0.7578200101852417
1575441044.973428,5,0.7777799963951111
1575441190.926468,6,0.7897599935531616
1575441337.43102,7,0.8028200268745422
1575441483.160122,8,0.8078200221061707
1575441628.866828,9,0.8128600120544434
1575441775.856639,10,0.8204799890518188
1575441921.903504,11,0.8282600045204163
1575442068.214396,12,0.8309000134468079
1575442214.008764,13,0.8338599801063538
1575442360.680515,14,0.8431800007820129
1575442506.992865,15,0.8481799960136414
1575442653.652291,16,0.8517000079154968
1575442800.305118,17,0.8519799709320068
1575442946.298821,18,0.8543400168418884
1575443093.292899,19,0.8564000129699707
1575443239.836608,20,0.8640599846839905
1575443385.522329,21,0.8700199723243713
1575443531.496283,22,0.8682799935340881
1575443677.318483,23,0.8714799880981445
1575443823.331143,24,0.8736000061035156
1575443969.231161,25,0.8768200278282166
1575444115.670406,26,0.8801400065422058
1575444261.97738,27,0.8809599876403809
1575444408.636398,28,0.8836399912834167
1575444554.399533,29,0.8863999843597412
1575444700.361792,30,0.8879799842834473
1575444846.295126,31,0.8904600143432617
1575444992.430746,32,0.8924199938774109
1575445138.701495,33,0.8928999900817871
1575445284.926985,34,0.8955199718475342
1575445430.905463,35,0.8978400230407715
1575445577.068544,36,0.8980799913406372
1575445723.351929,37,0.899399995803833
1575445869.439051,38,0.901419997215271
1575446015.226214,39,0.907260000705719
1575446161.400197,40,0.9041399955749512
1575446307.777457,41,0.9079599976539612
1575446454.950871,42,0.9079999923706055
1575446600.313102,43,0.9106199741363525
1575446746.454079,44,0.9103599786758423
1575446892.068472,45,0.9090800285339355
1575447038.675002,46,0.9135199785232544
1575447184.818881,47,0.9145399928092957
1575447331.355118,48,0.9151999950408936
1575447477.613027,49,0.9183400273323059
1575447623.449148,50,0.9181600213050842
1575447769.279588,51,0.9172800183296204
1575447916.804896,52,0.9200999736785889
1575448063.432421,53,0.9222000241279602
1575448210.850455,54,0.9222000241279602
1575448356.501364,55,0.9250400066375732
1575448503.983539,56,0.9224799871444702
1575448651.681003,57,0.9255399703979492
1575448799.993011,58,0.9232000112533569
1575448948.498621,59,0.9261999726295471
1575449096.026517,60,0.9263399839401245
1575449243.455378,61,0.9277999997138977
1575449389.6974,62,0.927299976348877
1575449537.145359,63,0.9298200011253357
1575449683.081502,64,0.9304199814796448
1575449828.891155,65,0.9293199777603149
1575449975.460005,66,0.9300600290298462
1575450121.138269,67,0.9318400025367737
1575450266.9832,68,0.9332600235939026
1575450413.582495,69,0.9332600235939026
1575450561.975504,70,0.9334200024604797
1575450708.207654,71,0.9363800287246704
1575450853.937192,72,0.9349600076675415
1575451000.519881,73,0.9336199760437012
1575451146.692922,74,0.9376000165939331
1575451293.41651,75,0.9370999932289124
1575451440.505992,76,0.9381200075149536
1575451586.681344,77,0.9380599856376648
1575451734.593378,78,0.9382799863815308
1575451881.672465,79,0.9376400113105774
1575452029.262295,80,0.9412400126457214
1575452175.746388,81,0.9405400156974792
1575452323.254992,82,0.9603599905967712
1575452471.218989,83,0.9678999781608582
1575452617.738351,84,0.9701600074768066
1575452764.85442,85,0.972540020942688
1575452912.513339,86,0.9743000268936157
1575453060.421208,87,0.9745000004768372
1575453207.012407,88,0.9763399958610535
1575453354.740404,89,0.9763799905776978
1575453501.841235,90,0.9782999753952026
1575453648.771448,91,0.9782599806785583
1575453796.770365,92,0.9796199798583984
1575453944.375073,93,0.9800800085067749
1575454090.53495,94,0.9810400009155273
1575454237.675343,95,0.9805399775505066
1575454385.202589,96,0.9810400009155273
1575454532.29495,97,0.981220006942749
1575454678.483188,98,0.9827200174331665
1575454825.339148,99,0.9815199971199036
1575454972.532993,100,0.9820799827575684
1575455119.529573,101,0.9826800227165222
1575455265.210315,102,0.9843999743461609
1575455412.43479,103,0.9832000136375427
1575455558.118505,104,0.9835000038146973
1575455703.745195,105,0.9837200045585632
1575455849.52196,106,0.984499990940094
1575455996.35407,107,0.9841200113296509
1575456144.374831,108,0.9850999712944031
1575456290.77411,109,0.9855200052261353
1575456436.630255,110,0.9856600165367126
1575456584.347833,111,0.9853000044822693
1575456731.095684,112,0.9856600165367126
1575456878.401643,113,0.9861199855804443
1575457025.865662,114,0.9858999848365784
1575457173.524615,115,0.9863799810409546
1575457319.917692,116,0.9866399765014648
1575457467.884214,117,0.9884799718856812
1575457615.183275,118,0.9870399832725525
1575457762.437407,119,0.9873600006103516
1575457909.819229,120,0.988099992275238
1575458056.349544,121,0.9884399771690369
1575458204.613324,122,0.9874200224876404
1575458352.07108,123,0.9892600178718567
1575458499.258384,124,0.9896199703216553
1575458646.023377,125,0.9896799921989441
1575458792.242834,126,0.9900199770927429
1575458938.019721,127,0.990559995174408
1575459085.037019,128,0.9901800155639648
1575459233.369451,129,0.9907600283622742
1575459379.815027,130,0.9906399846076965
1575459527.73973,131,0.9914399981498718
1575459675.071953,132,0.9909399747848511
1575459822.034007,133,0.9902399778366089
