Wall time,Step,Value
1575394449.859544,0,0.44765999913215637
1575394599.486648,1,0.6121399998664856
1575394748.581644,2,0.667680025100708
1575394897.355316,3,0.6974800229072571
1575395045.899202,4,0.7174400091171265
1575395194.547706,5,0.7326599955558777
1575395343.441036,6,0.7406399846076965
1575395493.417959,7,0.7535799741744995
1575395642.483442,8,0.7608799934387207
1575395792.828155,9,0.7676799893379211
1575395942.789879,10,0.7733200192451477
1575396092.406279,11,0.7807599902153015
1575396240.61811,12,0.7864999771118164
1575396390.656402,13,0.7899399995803833
1575396540.37115,14,0.7975199818611145
1575396690.567305,15,0.7992200255393982
1575396839.576721,16,0.8030800223350525
1575396989.421125,17,0.8075600266456604
1575397139.185126,18,0.8115800023078918
1575397288.105783,19,0.8153200149536133
1575397437.412839,20,0.8189600110054016
1575397586.32919,21,0.8199599981307983
1575397735.901266,22,0.8237800002098083
1575397884.625017,23,0.826960027217865
1575398034.267299,24,0.8300600051879883
1575398184.017398,25,0.8352599740028381
1575398333.612695,26,0.8392000198364258
1575398482.73791,27,0.83788001537323
1575398631.725989,28,0.8432599902153015
1575398781.974598,29,0.8442599773406982
1575398931.177914,30,0.8460800051689148
1575399080.944126,31,0.8478400111198425
1575399230.519565,32,0.8501999974250793
1575399380.154235,33,0.8498799800872803
1575399529.362953,34,0.8579599857330322
1575399678.378664,35,0.8546599745750427
1575399827.514029,36,0.8586199879646301
1575399976.91676,37,0.8626199960708618
1575400127.179376,38,0.8623800277709961
1575400277.750183,39,0.8614799976348877
1575400427.530906,40,0.8658000230789185
1575400576.931938,41,0.8695999979972839
1575400725.886333,42,0.8690199851989746
1575400875.027785,43,0.8708999752998352
1575401024.332048,44,0.8701199889183044
1575401173.366412,45,0.8745599985122681
1575401323.324803,46,0.8771399855613708
1575401473.631343,47,0.8754000067710876
1575401623.512441,48,0.8776800036430359
1575401773.135525,49,0.878600001335144
1575401922.164084,50,0.8771600127220154
1575402072.159092,51,0.8835399746894836
1575402221.47295,52,0.8837199807167053
